Frame,Track_ID,Class_Name,X,Y,W,H
152,1,couch,967,749,702,535
152,2,suitcase,1493,746,142,174
152,5,person,967,623,363,335
153,1,couch,967,751,701,540
153,2,suitcase,1493,746,143,174
153,5,person,971,622,360,341
153,31,backpack,1491,746,144,174
154,1,couch,967,749,703,538
154,2,suitcase,1493,746,143,174
154,5,person,974,620,358,348
154,31,backpack,1491,746,144,174
155,1,couch,966,749,705,540
155,2,suitcase,1492,746,143,174
155,5,person,975,618,355,358
156,1,couch,965,748,709,534
156,2,suitcase,1492,746,143,174
156,5,person,975,617,355,365
157,1,couch,966,748,705,536
157,2,suitcase,1492,746,143,174
157,5,person,973,615,355,369
157,32,backpack,1491,746,144,174
158,1,couch,966,748,705,535
158,2,suitcase,1492,746,143,174
158,5,person,972,615,354,371
159,1,couch,967,749,704,537
159,2,suitcase,1492,746,143,174
159,5,person,972,615,357,370
160,1,couch,965,750,707,537
160,2,suitcase,1492,746,143,174
160,5,person,972,615,354,366
161,1,couch,966,751,706,539
161,2,suitcase,1492,746,143,174
161,5,person,973,616,355,362
162,1,couch,964,751,709,534
162,2,suitcase,1491,746,144,174
162,5,person,973,617,354,355
162,33,backpack,1491,746,144,174
163,1,couch,962,751,712,534
163,2,suitcase,1491,746,144,174
163,5,person,973,618,354,350
164,1,couch,962,751,712,536
164,2,suitcase,1491,746,144,174
164,5,person,974,620,354,345
165,1,couch,962,752,712,535
165,2,suitcase,1491,746,144,174
165,5,person,974,620,354,343
166,1,couch,961,751,714,532
166,2,suitcase,1491,746,145,174
166,5,person,975,619,354,344
167,1,couch,960,750,717,530
167,2,suitcase,1491,746,145,174
167,5,person,974,618,355,345
168,1,couch,959,751,718,532
168,2,suitcase,1491,746,145,174
168,5,person,974,617,356,348
168,34,backpack,1491,746,145,174
169,1,couch,958,751,720,531
169,2,suitcase,1491,746,145,174
169,5,person,974,617,354,350
169,34,backpack,1491,746,145,174
170,1,couch,957,751,722,532
170,2,suitcase,1491,746,145,174
170,5,person,974,617,354,352
170,34,backpack,1491,746,145,174
171,1,couch,956,751,725,530
171,2,suitcase,1491,746,144,174
171,5,person,974,618,354,354
171,34,backpack,1491,746,144,174
172,1,couch,959,751,719,532
172,2,suitcase,1491,746,144,175
172,5,person,975,619,354,356
172,34,backpack,1491,746,144,174
173,1,couch,959,750,718,532
173,2,suitcase,1491,746,144,175
173,5,person,975,619,354,357
173,34,backpack,1491,746,144,174
174,1,couch,959,750,719,533
174,2,suitcase,1491,746,144,175
174,5,person,974,620,354,358
175,1,couch,959,750,718,534
175,2,suitcase,1491,746,144,175
175,5,person,974,620,355,357
176,1,couch,959,750,718,536
176,2,suitcase,1491,746,144,175
176,5,person,973,620,355,358
177,1,couch,956,750,720,536
177,2,suitcase,1491,745,144,175
177,5,person,974,618,357,357
178,1,couch,957,751,719,533
178,2,suitcase,1491,745,144,175
178,5,person,979,617,364,357
179,1,couch,958,751,717,528
179,2,suitcase,1491,746,144,175
179,5,person,983,616,371,353
179,35,backpack,1491,747,144,173
180,1,couch,959,749,715,521
180,2,suitcase,1491,746,144,175
180,5,person,988,613,383,347
181,1,couch,963,779,707,454
181,2,suitcase,1491,746,144,174
181,5,person,983,613,375,338
182,1,couch,962,785,705,435
182,2,suitcase,1491,746,144,174
182,5,person,983,614,375,334
183,1,couch,962,790,704,423
183,2,suitcase,1491,745,144,174
183,5,person,983,618,375,335
183,36,backpack,1491,745,144,173
184,1,couch,960,789,705,428
184,2,suitcase,1491,745,143,174
184,5,person,980,626,367,338
184,36,backpack,1491,746,143,172
185,1,couch,961,781,703,445
185,2,suitcase,1492,745,143,173
185,5,person,996,633,394,350
185,36,backpack,1491,745,143,172
185,37,person,895,606,201,317
186,1,couch,960,781,706,452
186,2,suitcase,1491,745,143,174
186,5,person,1020,638,429,365
186,36,backpack,1491,746,143,172
186,37,person,901,606,207,319
187,1,couch,962,766,707,494
187,2,suitcase,1491,745,143,174
187,5,person,1032,645,445,384
187,36,backpack,1491,746,143,172
187,37,person,909,605,217,322
188,1,couch,960,761,708,503
188,2,suitcase,1492,746,142,174
188,5,person,1032,652,446,409
188,36,backpack,1491,746,143,173
188,37,person,914,604,219,325
189,1,couch,960,759,706,509
189,5,person,1039,662,449,434
189,37,person,923,602,229,328
190,1,couch,958,757,701,517
190,5,person,1049,673,455,458
190,37,person,926,600,227,332
190,2,suitcase,1492,745,143,174
191,1,couch,948,761,704,518
191,5,person,1053,675,466,481
191,37,person,927,596,229,340
191,2,suitcase,1492,745,143,174
192,1,couch,948,761,702,512
192,5,person,1062,677,473,502
192,2,suitcase,1492,746,143,174
193,1,couch,946,761,700,508
193,5,person,1062,682,468,528
193,2,suitcase,1492,746,143,174
194,1,couch,940,762,720,501
194,5,person,1059,686,460,551
194,2,suitcase,1492,746,143,174
195,1,couch,937,766,723,488
195,5,person,1060,689,453,570
195,2,suitcase,1491,746,143,174
196,1,couch,941,768,716,487
196,5,person,1054,694,436,588
196,2,suitcase,1491,746,143,174
197,1,couch,943,772,734,491
197,5,person,1052,699,420,604
197,2,suitcase,1491,746,144,174
197,39,backpack,1491,746,145,173
198,1,couch,952,771,711,492
198,5,person,1050,709,403,626
198,2,suitcase,1491,746,144,174
198,39,backpack,1491,746,145,173
199,1,couch,953,771,704,496
199,5,person,1050,716,396,640
199,2,suitcase,1491,746,144,174
200,1,couch,955,771,702,499
200,5,person,1048,723,387,651
200,2,suitcase,1491,746,144,174
200,41,chair,965,765,699,337
201,1,couch,950,771,732,501
201,5,person,1041,725,362,652
201,2,suitcase,1491,746,144,174
201,41,chair,964,760,701,352
202,1,couch,950,769,736,499
202,5,person,1042,728,357,651
202,2,suitcase,1491,746,144,174
202,41,chair,963,750,703,364
203,1,couch,952,766,715,501
203,5,person,1047,732,358,647
203,2,suitcase,1492,745,144,174
203,41,chair,961,743,707,373
204,1,couch,959,766,717,501
204,5,person,1054,735,360,641
204,2,suitcase,1491,745,143,174
204,41,couch,963,756,704,359
205,1,couch,977,766,746,501
205,5,person,1059,734,354,630
205,2,suitcase,1491,745,144,174
205,44,backpack,1491,746,143,172
206,1,couch,963,768,719,500
206,5,person,1063,735,343,625
206,2,suitcase,1491,745,143,174
206,44,backpack,1491,746,143,172
207,1,couch,960,763,704,510
207,5,person,1069,737,338,625
207,2,suitcase,1491,745,143,174
208,1,couch,959,752,706,522
208,5,person,1076,736,335,624
208,2,suitcase,1491,745,143,174
209,1,couch,955,748,714,533
209,5,person,1078,731,325,626
209,2,suitcase,1491,745,143,173
210,1,couch,957,747,711,529
210,5,person,1085,726,332,635
210,2,suitcase,1491,745,143,173
211,1,couch,963,746,715,525
211,5,person,1094,717,347,646
211,2,suitcase,1491,746,144,174
212,1,couch,964,751,702,512
212,5,person,1103,708,360,664
212,2,suitcase,1491,745,144,174
212,45,backpack,1491,747,143,172
213,1,couch,962,756,699,496
213,5,person,1115,696,374,685
213,2,suitcase,1491,746,144,174
213,45,backpack,1491,747,143,173
214,1,couch,964,757,704,488
214,5,person,1123,684,385,704
214,2,suitcase,1491,746,144,174
214,45,backpack,1491,747,143,173
215,1,couch,966,758,707,484
215,5,person,1131,666,401,727
215,2,suitcase,1491,746,144,174
215,45,backpack,1491,746,143,173
216,1,couch,968,758,716,478
216,5,person,1142,653,404,761
216,2,suitcase,1491,746,144,174
216,45,backpack,1491,746,143,173
217,1,chair,970,759,725,475
217,5,person,1153,639,405,793
217,2,suitcase,1491,746,143,174
217,45,backpack,1491,746,143,173
218,1,couch,972,758,724,474
218,5,person,1164,623,394,817
218,2,suitcase,1491,746,143,175
218,45,backpack,1491,746,143,173
218,41,chair,971,759,726,473
219,5,person,1173,608,383,842
219,2,suitcase,1491,745,143,174
219,45,backpack,1491,746,143,172
220,5,person,1178,596,372,868
220,2,suitcase,1491,745,143,174
220,45,backpack,1491,746,143,172
220,1,couch,970,758,726,481
221,5,person,1181,585,364,891
221,2,suitcase,1491,745,143,174
221,1,couch,971,756,724,481
222,5,person,1182,580,360,909
222,2,suitcase,1491,745,143,174
222,1,couch,973,756,727,484
223,5,person,1182,575,356,920
223,2,suitcase,1492,745,143,174
223,1,couch,974,757,729,486
224,5,person,1182,574,355,926
224,2,suitcase,1492,746,143,174
224,1,couch,974,758,731,488
225,5,person,1183,575,355,928
225,2,suitcase,1492,746,143,174
225,1,couch,975,759,737,497
226,5,person,1183,576,353,925
226,2,suitcase,1492,746,143,174
226,1,couch,975,757,735,503
227,5,person,1185,577,353,926
227,2,suitcase,1492,746,143,174
227,1,couch,976,756,733,506
228,5,person,1185,578,352,929
228,2,suitcase,1492,746,143,174
228,1,couch,974,755,733,507
229,5,person,1182,576,347,929
229,2,suitcase,1492,746,143,174
229,1,couch,971,754,733,508
230,5,person,1178,576,338,926
230,2,suitcase,1492,745,143,174
230,1,couch,968,753,733,507
231,5,person,1173,576,329,929
231,2,suitcase,1492,746,143,174
231,1,couch,969,750,729,506
232,5,person,1168,575,319,927
232,2,suitcase,1492,746,142,174
232,1,couch,963,751,732,504
233,5,person,1162,578,308,928
233,2,suitcase,1492,746,142,174
233,1,chair,962,753,726,500
234,5,person,1160,577,305,926
234,2,suitcase,1492,746,142,174
234,1,chair,960,752,713,500
234,47,couch,861,753,524,503
235,5,person,1158,576,303,928
235,2,suitcase,1492,746,143,174
235,1,couch,958,751,712,502
236,5,person,1155,576,302,927
236,2,suitcase,1492,746,143,175
236,1,couch,958,752,712,505
237,5,person,1154,577,298,931
237,2,suitcase,1492,746,143,174
237,1,couch,962,753,710,502
238,5,person,1154,577,300,932
238,2,suitcase,1492,746,143,175
238,1,couch,963,755,713,497
239,5,person,1154,577,303,931
239,2,suitcase,1491,746,142,175
239,1,couch,966,756,714,494
240,5,person,1154,576,306,930
240,2,suitcase,1491,746,142,174
240,1,couch,965,754,712,489
241,5,person,1154,578,310,936
241,2,suitcase,1491,746,142,174
241,1,couch,964,757,715,482
242,5,person,1150,581,309,946
242,2,suitcase,1491,746,143,174
242,1,couch,962,759,721,484
243,5,person,1146,585,309,955
243,2,suitcase,1491,746,143,174
243,1,couch,961,758,726,484
244,5,person,1143,585,313,957
244,2,suitcase,1492,746,143,174
244,1,couch,961,760,725,484
245,5,person,1140,586,317,958
245,2,suitcase,1492,746,143,174
245,1,couch,962,759,724,482
246,5,person,1139,588,320,960
246,2,suitcase,1492,746,142,174
246,1,couch,963,760,723,484
247,5,person,1138,589,324,961
247,2,suitcase,1492,746,143,174
247,1,couch,963,758,722,483
248,5,person,1135,591,328,963
248,2,suitcase,1492,746,143,174
248,1,couch,959,760,729,484
249,5,person,1131,589,335,959
249,2,suitcase,1492,746,143,174
249,1,couch,960,761,728,485
250,5,person,1126,587,337,957
250,2,suitcase,1492,746,143,175
250,1,couch,960,760,729,483
251,5,person,1118,586,337,959
251,2,suitcase,1492,746,143,175
251,1,couch,961,760,733,481
251,47,chair,947,762,761,481
252,5,person,1111,584,338,960
252,2,suitcase,1492,746,144,175
252,1,couch,963,760,734,474
252,47,chair,952,763,766,481
253,5,person,1100,582,340,964
253,2,suitcase,1492,746,143,175
253,1,chair,959,764,746,478
253,47,couch,965,766,749,460
254,5,person,1088,581,344,975
254,2,suitcase,1492,746,143,175
254,1,couch,967,766,742,479
255,5,person,1077,577,350,982
255,2,suitcase,1492,746,143,175
255,1,couch,960,764,736,483
256,5,person,1065,574,355,990
256,2,suitcase,1492,746,142,174
256,1,couch,1007,763,801,469
257,5,person,1052,571,361,1001
257,2,suitcase,1493,746,142,174
257,1,couch,999,766,778,476
258,5,person,1038,568,366,1010
258,2,suitcase,1492,746,143,172
258,1,couch,1002,767,794,479
259,5,person,1026,566,371,1020
259,2,suitcase,1492,746,143,172
259,1,couch,964,771,744,481
260,5,person,1013,561,375,1026
260,2,suitcase,1493,746,141,173
260,1,couch,964,770,723,467
261,5,person,1000,556,377,1028
261,2,suitcase,1493,746,140,174
261,1,couch,965,777,710,439
262,5,person,987,553,381,1028
262,2,suitcase,1492,746,142,173
262,1,couch,969,773,709,460
263,5,person,974,552,388,1031
263,2,suitcase,1492,746,142,173
263,1,couch,968,770,708,459
264,5,person,960,552,407,1035
264,2,suitcase,1492,746,143,173
264,1,couch,969,768,703,455
265,5,person,949,550,417,1034
265,2,suitcase,1492,746,143,173
265,1,couch,967,757,705,405
266,5,person,941,549,426,1033
266,2,suitcase,1492,747,143,173
266,1,couch,966,751,706,391
267,5,person,932,548,437,1037
267,2,suitcase,1492,747,143,173
267,1,couch,960,769,714,358
268,5,person,923,547,438,1041
268,2,suitcase,1492,746,143,173
268,1,couch,952,779,727,342
269,5,person,912,543,443,1045
269,2,suitcase,1492,747,143,173
269,1,couch,967,780,699,336
270,5,person,894,537,445,1057
270,2,suitcase,1492,746,144,174
270,1,couch,980,765,672,391
271,5,person,876,534,446,1063
271,2,suitcase,1492,747,143,174
271,1,couch,978,757,679,407
272,5,person,857,533,448,1066
272,2,suitcase,1492,746,143,174
272,1,couch,977,739,682,468
273,5,person,836,532,445,1065
273,2,suitcase,1492,746,143,174
273,1,couch,966,730,703,486
274,5,person,808,534,435,1067
274,2,suitcase,1492,746,143,173
274,1,couch,950,729,737,502
274,52,book,545,773,142,103
275,5,person,781,534,432,1066
275,2,suitcase,1492,746,143,174
275,1,couch,930,735,777,515
275,52,book,547,774,146,100
276,5,person,758,533,435,1063
276,2,suitcase,1493,746,141,174
276,1,couch,922,739,792,523
276,52,book,547,774,146,98
277,5,person,735,533,441,1065
277,2,suitcase,1493,745,141,175
277,1,couch,842,738,952,521
277,52,book,539,773,129,97
278,5,person,712,534,449,1067
278,2,suitcase,1493,746,142,174
278,1,couch,787,749,1058,548
279,5,person,688,535,456,1067
279,2,suitcase,1492,746,143,174
279,1,couch,775,749,1082,549
280,5,person,658,534,468,1065
280,2,suitcase,1492,747,143,174
280,1,couch,763,751,1109,550
281,5,person,631,534,470,1066
281,2,suitcase,1493,746,141,174
281,1,couch,756,757,1124,563
