0,"[162.89120483398438, 116.17611694335938]","[171.6636199951172, 99.35467529296875]","[146.81063842773438, 96.77082824707031]","[0.0, 0.0]","[89.68364715576172, 89.6520767211914]","[169.06356811523438, 192.12020874023438]","[27.595115661621094, 177.1373291015625]","[198.23110961914062, 332.19189453125]","[6.424497127532959, 326.9561767578125]","[236.83946228027344, 428.02734375]","[16.764469146728516, 449.881591796875]","[149.81301879882812, 453.0209655761719]","[73.04270935058594, 454.33489990234375]","[125.11770629882812, 623.3038940429688]","[149.17822265625, 630.512939453125]","[65.33320617675781, 781.6387939453125]","[201.5159454345703, 796.5239868164062]"
11,"[361.38275146484375, 113.73463439941406]","[364.4620361328125, 95.13066101074219]","[344.62799072265625, 95.29010009765625]","[0.0, 0.0]","[281.04718017578125, 88.51918029785156]","[338.2610778808594, 188.17630004882812]","[229.70736694335938, 186.7272491455078]","[363.05572509765625, 324.28863525390625]","[225.55384826660156, 346.11444091796875]","[414.582763671875, 420.89117431640625]","[267.9632873535156, 472.537841796875]","[362.4824523925781, 457.5444030761719]","[290.9895324707031, 465.02081298828125]","[383.73309326171875, 627.8436279296875]","[315.4090881347656, 638.418701171875]","[355.4852294921875, 777.51318359375]","[296.3038330078125, 791.03955078125]"
12,"[379.6993408203125, 118.10881805419922]","[383.86346435546875, 99.5745620727539]","[363.9219970703125, 98.05458068847656]","[0.0, 0.0]","[298.75634765625, 87.97915649414062]","[321.5384216308594, 184.90269470214844]","[264.42669677734375, 181.878173828125]","[362.27508544921875, 319.55279541015625]","[281.7397766113281, 338.36669921875]","[437.62799072265625, 415.073486328125]","[370.32025146484375, 433.1634521484375]","[341.99896240234375, 443.3780822753906]","[310.17352294921875, 449.93353271484375]","[352.5572204589844, 615.457763671875]","[369.9324645996094, 621.54052734375]","[316.71661376953125, 769.2031860351562]","[344.0984191894531, 770.0015869140625]"
13,"[397.4208068847656, 119.49508666992188]","[402.0449523925781, 101.53358459472656]","[383.5457763671875, 98.60181427001953]","[0.0, 0.0]","[321.14801025390625, 83.83602905273438]","[350.019775390625, 185.6638641357422]","[276.17510986328125, 172.12522888183594]","[382.399658203125, 325.13482666015625]","[278.9372863769531, 325.3101806640625]","[456.209716796875, 428.565673828125]","[365.6327819824219, 437.4688720703125]","[371.332763671875, 448.0572509765625]","[319.0543212890625, 450.6636657714844]","[397.170166015625, 624.4149169921875]","[340.2455749511719, 626.245849609375]","[402.197265625, 777.838623046875]","[312.5984191894531, 777.5093994140625]"
14,"[420.4493408203125, 119.51303100585938]","[422.5162353515625, 98.89869689941406]","[404.341796875, 100.17837524414062]","[0.0, 0.0]","[338.9909362792969, 92.07211303710938]","[374.82269287109375, 185.23712158203125]","[281.2112121582031, 185.52584838867188]","[400.31658935546875, 330.1882019042969]","[290.2920837402344, 352.0236511230469]","[471.2029724121094, 418.0089111328125]","[369.4022216796875, 464.2195129394531]","[370.6219787597656, 453.0526428222656]","[309.2731628417969, 461.7396240234375]","[395.157470703125, 627.34521484375]","[333.10321044921875, 642.3814086914062]","[365.2113037109375, 798.5174560546875]","[314.09228515625, 822.414306640625]"
15,"[442.2831115722656, 121.96719360351562]","[445.6491394042969, 102.49392700195312]","[427.75982666015625, 102.57403564453125]","[0.0, 0.0]","[363.2088317871094, 95.59945678710938]","[370.21875, 186.13494873046875]","[320.5006103515625, 191.11941528320312]","[390.93206787109375, 321.7991943359375]","[324.05889892578125, 361.4261169433594]","[480.1119689941406, 416.86798095703125]","[403.34100341796875, 481.5557556152344]","[366.0074462890625, 452.6668395996094]","[334.7750244140625, 460.4466247558594]","[376.17572021484375, 630.7491455078125]","[363.00811767578125, 639.8448486328125]","[351.4274597167969, 801.8883056640625]","[334.6885070800781, 815.5709228515625]"
16,"[459.0420227050781, 133.7930450439453]","[460.62744140625, 113.81977844238281]","[444.9725646972656, 112.1802749633789]","[0.0, 0.0]","[384.65118408203125, 99.84031677246094]","[409.93511962890625, 195.6240692138672]","[341.7763671875, 191.04542541503906]","[440.92462158203125, 334.81292724609375]","[356.89532470703125, 358.10247802734375]","[512.9899291992188, 408.4336853027344]","[422.26971435546875, 479.62945556640625]","[392.8504943847656, 472.9485168457031]","[348.51409912109375, 475.85430908203125]","[395.1239318847656, 635.0540771484375]","[364.0881652832031, 639.6647338867188]","[352.35552978515625, 815.6873779296875]","[326.5523681640625, 826.183349609375]"
17,"[478.74249267578125, 136.970947265625]","[480.681640625, 116.40078735351562]","[461.41339111328125, 117.76377868652344]","[0.0, 0.0]","[394.4095458984375, 109.61727905273438]","[417.63751220703125, 197.9827880859375]","[361.9994812011719, 197.93719482421875]","[447.5574951171875, 334.10858154296875]","[377.1038818359375, 360.33465576171875]","[529.8671875, 418.55133056640625]","[447.2802734375, 483.23785400390625]","[416.32037353515625, 467.29180908203125]","[375.6591491699219, 472.0538330078125]","[431.15350341796875, 632.21533203125]","[379.06201171875, 638.31201171875]","[409.01898193359375, 790.0279541015625]","[321.9474792480469, 804.4850463867188]"
18,"[492.95928955078125, 138.68490600585938]","[496.8179626464844, 121.06265258789062]","[478.63079833984375, 118.33515930175781]","[0.0, 0.0]","[417.65460205078125, 109.65257263183594]","[417.4974365234375, 203.87347412109375]","[390.2093811035156, 198.81871032714844]","[461.1971435546875, 341.30279541015625]","[388.4980773925781, 367.6145324707031]","[550.8001098632812, 421.34405517578125]","[463.72686767578125, 487.3076477050781]","[406.50836181640625, 458.9482727050781]","[397.2201232910156, 463.31427001953125]","[421.58447265625, 623.8693237304688]","[470.1191711425781, 624.4130859375]","[372.7245788574219, 780.1497802734375]","[421.6138916015625, 782.280029296875]"
19,"[515.4114990234375, 145.99188232421875]","[516.721923828125, 127.80899047851562]","[501.634033203125, 124.70082092285156]","[0.0, 0.0]","[438.41949462890625, 113.74129486083984]","[440.4476623535156, 206.96188354492188]","[414.2221984863281, 205.43402099609375]","[481.49957275390625, 349.45648193359375]","[418.0763854980469, 382.52130126953125]","[558.1929931640625, 422.3082275390625]","[484.2904357910156, 503.6838684082031]","[441.7462463378906, 474.18359375]","[437.919189453125, 478.61883544921875]","[407.12921142578125, 643.1952514648438]","[501.147705078125, 643.6466064453125]","[330.0325927734375, 800.3779907226562]","[462.51214599609375, 799.0409545898438]"
20,"[538.4406127929688, 148.5462646484375]","[539.523681640625, 129.57765197753906]","[524.7233276367188, 127.80409240722656]","[0.0, 0.0]","[462.5094909667969, 117.82640075683594]","[457.8973388671875, 213.20053100585938]","[439.2508850097656, 211.2704315185547]","[494.6283874511719, 348.62091064453125]","[446.1120300292969, 382.21539306640625]","[580.6544189453125, 413.27667236328125]","[516.9474487304688, 506.9372863769531]","[450.55712890625, 491.8707275390625]","[452.2308654785156, 496.19891357421875]","[429.38800048828125, 666.3060302734375]","[535.091064453125, 666.4378051757812]","[353.79681396484375, 811.5692138671875]","[499.5740661621094, 815.889404296875]"
21,"[557.7646484375, 149.7963409423828]","[558.8919067382812, 131.1519012451172]","[545.5216064453125, 130.81326293945312]","[0.0, 0.0]","[487.7705383300781, 122.76095581054688]","[494.28826904296875, 213.33457946777344]","[443.9677734375, 218.59657287597656]","[526.247314453125, 349.17877197265625]","[448.334228515625, 399.0308837890625]","[606.8522338867188, 417.0653076171875]","[521.40869140625, 512.0745239257812]","[503.54595947265625, 474.30487060546875]","[473.53173828125, 485.7166442871094]","[524.9708862304688, 662.0516967773438]","[543.52685546875, 675.1201171875]","[506.9827880859375, 804.2554931640625]","[537.9044189453125, 821.1176147460938]"
22,"[577.571044921875, 149.99560546875]","[578.5213623046875, 130.68063354492188]","[563.7987060546875, 129.75790405273438]","[0.0, 0.0]","[501.9260559082031, 120.20576477050781]","[500.03167724609375, 215.2555389404297]","[475.38299560546875, 210.00433349609375]","[548.505126953125, 358.361572265625]","[478.39459228515625, 384.13067626953125]","[624.3831787109375, 427.43408203125]","[544.9923095703125, 508.79193115234375]","[503.2552185058594, 489.03057861328125]","[493.2336730957031, 491.9422607421875]","[488.6134033203125, 682.6310424804688]","[539.6312255859375, 680.0774536132812]","[485.9588928222656, 815.0106201171875]","[527.6253051757812, 816.9573974609375]"
23,"[594.6991577148438, 149.71865844726562]","[596.29052734375, 131.20513916015625]","[582.3092651367188, 129.0255889892578]","[0.0, 0.0]","[526.5546875, 119.18973541259766]","[533.2572631835938, 210.25054931640625]","[489.21710205078125, 207.65008544921875]","[563.8390502929688, 342.6402587890625]","[484.967041015625, 371.5830078125]","[639.48046875, 404.69512939453125]","[555.1471557617188, 504.7387390136719]","[526.8524169921875, 474.2132263183594]","[501.56573486328125, 479.66778564453125]","[523.3753662109375, 661.8507080078125]","[532.3479614257812, 664.162109375]","[507.26751708984375, 797.955322265625]","[510.3283996582031, 806.8642578125]"
24,"[611.6205444335938, 146.80133056640625]","[613.6339111328125, 127.45126342773438]","[599.1028442382812, 125.16441345214844]","[0.0, 0.0]","[539.57861328125, 113.52930450439453]","[543.00390625, 209.01663208007812]","[496.6535339355469, 203.81985473632812]","[576.2826538085938, 357.1947021484375]","[506.0811767578125, 373.7221984863281]","[651.7198486328125, 420.34326171875]","[583.5939331054688, 487.3564453125]","[556.1111450195312, 480.56365966796875]","[528.1337890625, 487.61517333984375]","[570.7841796875, 678.2726440429688]","[567.2637329101562, 683.1979370117188]","[0.0, 0.0]","[583.0247192382812, 852.29248046875]"
25,"[627.3458862304688, 147.61917114257812]","[629.092041015625, 127.35470581054688]","[616.8988647460938, 124.49606323242188]","[0.0, 0.0]","[556.4481201171875, 105.91831970214844]","[545.6322021484375, 201.62013244628906]","[517.0797729492188, 194.39332580566406]","[584.040283203125, 354.20135498046875]","[523.2985229492188, 371.33074951171875]","[670.0311889648438, 418.41162109375]","[610.4619140625, 481.46771240234375]","[562.0848999023438, 488.8940734863281]","[545.41064453125, 495.44775390625]","[591.3079223632812, 689.443115234375]","[608.718505859375, 691.1785888671875]","[0.0, 0.0]","[0.0, 0.0]"
26,"[642.2432861328125, 143.80029296875]","[643.7846069335938, 124.98381042480469]","[632.0944213867188, 122.89558410644531]","[0.0, 0.0]","[573.4479370117188, 106.87854766845703]","[562.7255249023438, 199.64117431640625]","[525.1165771484375, 190.56741333007812]","[596.894287109375, 346.46429443359375]","[533.1085205078125, 358.8212890625]","[691.5130004882812, 415.8070068359375]","[624.0704345703125, 477.79449462890625]","[564.546630859375, 472.8659362792969]","[541.771240234375, 478.88201904296875]","[610.2036743164062, 649.5068359375]","[615.441650390625, 652.9644775390625]","[0.0, 0.0]","[610.72021484375, 797.2461547851562]"
27,"[656.3941040039062, 143.78848266601562]","[0.0, 0.0]","[646.84130859375, 122.88166809082031]","[0.0, 0.0]","[590.6876220703125, 108.01510620117188]","[582.2677001953125, 202.35035705566406]","[538.488037109375, 191.7510223388672]","[611.8013305664062, 344.97698974609375]","[538.821044921875, 367.764892578125]","[698.636962890625, 393.49346923828125]","[631.5279541015625, 480.1908874511719]","[589.0123901367188, 476.833740234375]","[561.0729370117188, 482.7989501953125]","[631.494384765625, 669.9718017578125]","[641.645751953125, 673.1417236328125]","[0.0, 0.0]","[624.5845947265625, 833.6044921875]"
28,"[667.4797973632812, 141.36508178710938]","[668.164306640625, 123.11448669433594]","[657.281005859375, 120.49385833740234]","[0.0, 0.0]","[599.9473876953125, 105.40191650390625]","[579.3248291015625, 195.47813415527344]","[551.443603515625, 194.80947875976562]","[602.9451904296875, 337.83502197265625]","[550.803466796875, 372.5973815917969]","[704.2811889648438, 409.4921875]","[669.294921875, 470.1091003417969]","[591.4939575195312, 472.98223876953125]","[575.108642578125, 484.306640625]","[640.50341796875, 640.812255859375]","[669.1390380859375, 650.9212646484375]","[623.965087890625, 773.6021118164062]","[652.9168701171875, 783.61376953125]"
29,"[678.2889404296875, 145.73867797851562]","[680.0147094726562, 126.48321533203125]","[669.060791015625, 123.78472137451172]","[0.0, 0.0]","[610.8873291015625, 107.26522064208984]","[588.927001953125, 195.43597412109375]","[565.3758544921875, 194.5513916015625]","[616.8831787109375, 342.91741943359375]","[573.955078125, 373.191162109375]","[711.3984375, 402.072265625]","[697.08642578125, 451.3208312988281]","[601.2030639648438, 475.8263854980469]","[586.8172607421875, 485.69268798828125]","[639.1361694335938, 659.0746459960938]","[666.4971313476562, 666.4315185546875]","[640.9790649414062, 806.4772338867188]","[653.9002685546875, 810.029296875]"
30,"[690.4441528320312, 145.84133911132812]","[691.77099609375, 127.22174835205078]","[681.6968383789062, 124.57406616210938]","[0.0, 0.0]","[622.4971923828125, 108.48291778564453]","[592.3339233398438, 196.6164093017578]","[575.0833129882812, 196.41525268554688]","[611.7259521484375, 338.2442321777344]","[581.5064697265625, 361.43524169921875]","[715.7294921875, 408.46942138671875]","[708.8250732421875, 436.7333984375]","[608.8739013671875, 477.4866943359375]","[599.0230102539062, 487.70025634765625]","[645.4502563476562, 653.0693359375]","[670.945556640625, 661.216064453125]","[642.3510131835938, 803.9619140625]","[656.2030029296875, 807.4210205078125]"
31,"[698.8444213867188, 153.7722625732422]","[0.0, 0.0]","[691.9366455078125, 129.51673889160156]","[0.0, 0.0]","[636.3070068359375, 108.88644409179688]","[594.4116821289062, 196.55517578125]","[594.044189453125, 192.10752868652344]","[613.3488159179688, 345.9478454589844]","[597.392822265625, 360.52734375]","[719.2012939453125, 405.19085693359375]","[716.50830078125, 434.97509765625]","[610.9677734375, 479.4467468261719]","[611.2235107421875, 487.5311279296875]","[645.4605712890625, 654.8170776367188]","[671.9951171875, 658.4183349609375]","[662.9815673828125, 845.523681640625]","[664.2293090820312, 846.1840209960938]"
32,"[705.6099853515625, 151.09249877929688]","[0.0, 0.0]","[699.305419921875, 128.93267822265625]","[0.0, 0.0]","[637.9554443359375, 107.14109802246094]","[572.8096923828125, 188.35800170898438]","[598.8710327148438, 189.23846435546875]","[586.9864501953125, 338.23638916015625]","[612.7830810546875, 354.030517578125]","[705.1690673828125, 396.4185791015625]","[734.2109985351562, 438.47998046875]","[601.5970458984375, 471.860595703125]","[622.2510986328125, 483.7997131347656]","[647.25830078125, 654.2666015625]","[698.7021484375, 659.4732055664062]","[660.9117431640625, 813.2098388671875]","[699.5704956054688, 815.71875]"
33,"[714.7154541015625, 153.10752868652344]","[0.0, 0.0]","[707.4947509765625, 130.47042846679688]","[0.0, 0.0]","[646.7667846679688, 107.82989501953125]","[580.8281860351562, 187.82208251953125]","[613.1826782226562, 187.19329833984375]","[589.5770263671875, 339.5910339355469]","[620.3010864257812, 349.2735595703125]","[708.8978271484375, 397.56817626953125]","[743.36279296875, 439.05657958984375]","[608.5296630859375, 473.605224609375]","[636.27490234375, 484.57952880859375]","[641.0316162109375, 657.9076538085938]","[718.2332763671875, 661.552734375]","[658.5172119140625, 807.6634521484375]","[731.35546875, 813.3765869140625]"
34,"[722.4970703125, 153.38648986816406]","[0.0, 0.0]","[716.701904296875, 131.729736328125]","[0.0, 0.0]","[658.44873046875, 114.0263671875]","[582.8030395507812, 192.77545166015625]","[618.6546630859375, 199.22776794433594]","[572.49462890625, 330.39886474609375]","[626.45654296875, 354.9771423339844]","[0.0, 0.0]","[745.5869140625, 436.81787109375]","[613.8029174804688, 472.9247131347656]","[641.0194702148438, 487.04876708984375]","[651.1299438476562, 664.611083984375]","[719.025390625, 675.1641845703125]","[660.9090576171875, 807.6787109375]","[728.4575805664062, 819.9871826171875]"
35,"[730.3050537109375, 152.29257202148438]","[0.0, 0.0]","[726.3148193359375, 130.27413940429688]","[0.0, 0.0]","[670.1309814453125, 110.26597595214844]","[584.782958984375, 184.77105712890625]","[629.1737060546875, 193.35118103027344]","[589.8731079101562, 330.8896484375]","[643.43212890625, 358.28369140625]","[713.3991088867188, 383.701171875]","[769.189697265625, 431.64239501953125]","[604.0118408203125, 469.25592041015625]","[639.296630859375, 483.56341552734375]","[650.9122924804688, 653.4547729492188]","[728.927001953125, 662.4623413085938]","[667.4037475585938, 807.8048095703125]","[749.197509765625, 817.0731201171875]"
36,"[738.2607421875, 153.64828491210938]","[0.0, 0.0]","[734.265625, 132.16607666015625]","[0.0, 0.0]","[680.4317626953125, 115.14802551269531]","[589.5321655273438, 188.0076904296875]","[643.5759887695312, 203.1923828125]","[582.659423828125, 331.26348876953125]","[661.7294921875, 364.598388671875]","[699.543212890625, 382.6820068359375]","[776.9832763671875, 432.87506103515625]","[614.1050415039062, 476.53546142578125]","[653.3652954101562, 493.47003173828125]","[671.877685546875, 664.3394165039062]","[739.6060791015625, 677.0853271484375]","[705.4102172851562, 821.9954833984375]","[768.23583984375, 836.5160522460938]"
37,"[743.4649047851562, 157.0732421875]","[0.0, 0.0]","[740.7767333984375, 135.1674041748047]","[0.0, 0.0]","[687.2818603515625, 115.16390991210938]","[590.3541870117188, 186.244384765625]","[650.8904418945312, 199.24053955078125]","[572.2865600585938, 328.1536865234375]","[674.1614990234375, 355.307373046875]","[683.450439453125, 378.07232666015625]","[782.5999145507812, 425.7323913574219]","[614.325927734375, 479.00946044921875]","[659.9884033203125, 493.81787109375]","[653.1534423828125, 673.8223266601562]","[741.4624633789062, 684.4710693359375]","[666.8504638671875, 839.2510986328125]","[770.45849609375, 853.290771484375]"
38,"[751.6285400390625, 156.04672241210938]","[0.0, 0.0]","[747.2385864257812, 132.2425537109375]","[0.0, 0.0]","[692.6791381835938, 108.61461639404297]","[597.34375, 189.42283630371094]","[662.193359375, 191.81597900390625]","[0.0, 0.0]","[689.23583984375, 356.3958435058594]","[0.0, 0.0]","[789.9117431640625, 425.72955322265625]","[628.6233520507812, 489.9029846191406]","[671.996826171875, 500.2930908203125]","[650.5291748046875, 695.9781494140625]","[727.789306640625, 700.9031372070312]","[666.975830078125, 855.20458984375]","[734.746826171875, 860.2981567382812]"
39,"[758.4622802734375, 156.6771697998047]","[0.0, 0.0]","[755.3849487304688, 135.1212615966797]","[0.0, 0.0]","[704.8493041992188, 116.40348815917969]","[612.4799194335938, 188.92620849609375]","[668.9456176757812, 204.24586486816406]","[597.75390625, 332.65142822265625]","[703.8812866210938, 365.0294494628906]","[0.0, 0.0]","[809.5234375, 422.02093505859375]","[635.4073486328125, 482.41900634765625]","[675.5452270507812, 497.83905029296875]","[678.1890869140625, 678.7769165039062]","[746.0216064453125, 692.6461791992188]","[686.184326171875, 844.11328125]","[759.791259765625, 858.690673828125]"
40,"[764.73095703125, 157.2004852294922]","[0.0, 0.0]","[762.048583984375, 136.01803588867188]","[0.0, 0.0]","[713.6935424804688, 114.07420349121094]","[610.3267822265625, 179.91409301757812]","[686.1282958984375, 198.25289916992188]","[0.0, 0.0]","[723.0723266601562, 363.4814758300781]","[0.0, 0.0]","[811.5257568359375, 418.223876953125]","[635.8784790039062, 479.5120849609375]","[685.7215576171875, 496.3486633300781]","[681.8743896484375, 683.2306518554688]","[736.966064453125, 697.940673828125]","[701.0577392578125, 853.7415161132812]","[736.5078125, 865.5159912109375]"
41,"[776.2706909179688, 156.85726928710938]","[0.0, 0.0]","[773.540283203125, 135.7598876953125]","[0.0, 0.0]","[722.8653564453125, 117.34849548339844]","[627.2890625, 185.14794921875]","[686.34716796875, 202.52879333496094]","[612.4642944335938, 324.6925048828125]","[720.817138671875, 362.29998779296875]","[0.0, 0.0]","[830.7791748046875, 432.774658203125]","[652.41748046875, 484.2805480957031]","[692.0805053710938, 500.8001708984375]","[698.3981323242188, 680.4224243164062]","[755.5426025390625, 696.697021484375]","[692.7845458984375, 836.8544311523438]","[747.048828125, 855.0179443359375]"
42,"[785.1346435546875, 157.7476043701172]","[0.0, 0.0]","[781.72900390625, 134.0283203125]","[0.0, 0.0]","[730.7650756835938, 116.23654174804688]","[622.323974609375, 188.32887268066406]","[709.198974609375, 205.61236572265625]","[0.0, 0.0]","[733.40673828125, 373.77813720703125]","[0.0, 0.0]","[840.40771484375, 414.00787353515625]","[652.8042602539062, 492.81512451171875]","[707.1781005859375, 508.4127502441406]","[698.2290649414062, 716.6785888671875]","[751.0953369140625, 729.6973266601562]","[716.3472900390625, 897.7054443359375]","[715.874755859375, 910.4190673828125]"
43,"[791.9278564453125, 156.2908935546875]","[0.0, 0.0]","[788.4351806640625, 133.0305633544922]","[0.0, 0.0]","[738.2401123046875, 115.80418395996094]","[630.076416015625, 186.52236938476562]","[718.4124755859375, 206.38746643066406]","[0.0, 0.0]","[752.2703857421875, 375.1013488769531]","[0.0, 0.0]","[856.8973388671875, 408.12615966796875]","[654.888916015625, 485.1949768066406]","[709.3717041015625, 500.86474609375]","[699.962158203125, 698.5747680664062]","[750.2627563476562, 712.4850463867188]","[707.9049072265625, 878.8289794921875]","[704.764404296875, 888.8600463867188]"
