Clip_ID,Frame_Index,X,Y,Confidence
1,165,973,617,-1
1,166,973,617,-1
1,167,0,0,-2
1,168,0,0,-2
1,169,974,617,0.8148910999298096
1,170,974,618,0.8196800947189331
1,171,975,619,0.8156175017356873
1,172,975,619,0.809366762638092
1,173,974,620,0.8063559532165527
1,174,974,620,0.8026683330535889
1,175,973,620,0.8186954259872437
1,176,973,620,-1
1,177,973,620,-1
1,178,973,620,-1
1,179,973,620,-1
1,180,973,620,-1
1,181,0,0,-2
1,182,0,0,-2
1,183,0,0,-2
1,184,0,0,-2
1,185,0,0,-2
1,186,0,0,-2
1,187,0,0,-2
1,188,0,0,-2
1,189,0,0,-2
1,190,1053,675,0.8151034712791443
1,191,1062,677,0.9024809002876282
1,192,1062,682,0.9005113244056702
1,193,1059,686,0.8943023681640625
1,194,1060,689,0.8984540700912476
1,195,1054,694,0.9004491567611694
1,196,1052,699,0.8930740356445312
1,197,1050,709,0.8775526285171509
1,198,1050,716,0.8895016312599182
1,199,1048,723,0.8925445675849915
1,200,1041,725,0.8645787239074707
1,201,1042,728,0.871555745601654
1,202,1047,732,0.8728487491607666
1,203,1054,735,0.8853837251663208
1,204,1059,734,0.8817055821418762
1,205,1063,735,0.8845467567443848
1,206,1069,737,0.8812509775161743
1,207,1076,736,0.8907089829444885
1,208,1078,731,0.8753358721733093
1,209,1085,726,0.9001785516738892
1,210,1094,717,0.8790123462677002
1,211,1103,708,0.8885613083839417
1,212,1115,696,0.8686693906784058
1,213,1123,684,0.8831139206886292
1,214,1131,666,0.892513632774353
1,215,1142,653,0.891314685344696
1,216,1153,639,0.8921956419944763
1,217,1164,623,0.9088796377182007
1,218,1173,608,0.9118379354476929
1,219,1178,596,0.9133146405220032
1,220,1181,585,0.9104045629501343
1,221,1182,580,0.9044424891471863
1,222,1182,575,0.8944978713989258
1,223,1182,574,0.8933958411216736
1,224,1183,575,0.8966208696365356
1,225,1183,576,0.8975240588188171
1,226,1185,577,0.9013553857803345
1,227,1185,578,0.9090495109558105
1,228,1182,576,0.9003223180770874
1,229,1178,576,0.9003809690475464
1,230,1173,576,0.8976346850395203
1,231,1168,575,0.9090466499328613
1,232,1162,578,0.9144031405448914
1,233,1160,577,0.9094393849372864
1,234,1158,576,0.9132558107376099
1,235,1155,576,0.922107994556427
1,236,1154,577,0.9283212423324585
1,237,1154,577,0.9213420152664185
1,238,1154,577,0.9225218296051025
1,239,1154,576,0.9178931713104248
1,240,1154,578,0.916982889175415
1,241,1150,581,0.9245920181274414
1,242,1146,585,0.923690915107727
1,243,1143,585,0.9175280928611755
1,244,1140,586,0.9160386323928833
1,245,1139,588,0.9183728694915771
1,246,1138,589,0.9194398522377014
1,247,1135,591,0.9166803359985352
1,248,1131,589,0.8969434499740601
1,249,1126,587,0.9090380668640137
1,250,1118,586,0.9211654663085938
1,251,1111,584,0.9279559850692749
1,252,1100,582,0.928335964679718
1,253,1088,581,0.9378069043159485
1,254,1077,577,0.9393476247787476
1,255,1065,574,0.9419477581977844
1,256,1052,571,0.9280864596366882
1,257,1038,568,0.9496131539344788
1,258,1026,566,0.9465585350990295
1,259,1013,561,0.9380160570144653
1,260,1000,556,0.9274138808250427
1,261,987,553,0.9208690524101257
1,262,974,552,0.9194293022155762
1,263,960,552,0.9171122908592224
1,264,949,550,0.9184151291847229
1,265,941,549,0.9203878045082092
1,266,932,548,0.9344000220298767
1,267,923,547,0.9350990653038025
1,268,912,543,0.9175746440887451
1,269,894,537,0.915857195854187
1,270,876,534,0.9142270088195801
1,271,857,533,0.9329428672790527
1,272,836,532,0.9291496276855469
1,273,808,534,0.9222834706306458
1,274,781,534,0.9351837038993835
1,275,758,533,0.9282611608505249
1,276,735,533,0.9366666674613953
1,277,712,534,0.9325956106185913
1,278,688,535,0.9336301684379578
1,279,658,534,0.925707221031189
1,280,631,534,0.9196968078613281
1,281,605,534,0.9489128589630127
1,282,578,534,0.9315478801727295
1,283,549,533,0.9368057250976562
1,284,512,534,0.9280075430870056
1,285,467,533,0.9322284460067749
1,286,415,533,0.9257824420928955
1,287,362,534,0.9433130025863647
1,288,318,534,0.925273597240448
1,289,288,533,0.9173141717910767
1,290,273,533,0.8733144402503967
1,291,258,534,0.8562740087509155
1,292,244,533,0.8523054122924805
1,293,227,532,0.8647288084030151
1,294,207,535,0.882809042930603
1,295,191,536,0.8939070701599121
1,296,180,536,0.893242597579956
1,297,172,535,0.9080785512924194
1,298,159,536,0.8873980045318604
1,299,139,553,0.8850799202919006
1,300,139,553,-1
1,301,139,553,-1
1,302,139,553,-1
1,303,139,553,-1
1,304,139,553,-1
1,305,0,0,-2
1,306,0,0,-2
1,307,0,0,-2
1,308,0,0,-2
1,309,0,0,-2
1,310,0,0,-2
1,311,0,0,-2
1,312,0,0,-2
1,313,0,0,-2
1,314,0,0,-2
1,315,0,0,-2
1,316,0,0,-2
1,317,0,0,-2
1,318,0,0,-2
1,319,0,0,-2
1,320,0,0,-2
1,321,0,0,-2
1,322,0,0,-2
1,323,0,0,-2
1,324,0,0,-2
1,325,0,0,-2
1,326,0,0,-2
1,327,0,0,-2
1,328,0,0,-2
1,329,0,0,-2
1,330,0,0,-2
1,331,0,0,-2
1,332,0,0,-2
1,333,0,0,-2
1,334,0,0,-2
1,335,0,0,-2
1,336,0,0,-2
1,337,0,0,-2
1,338,0,0,-2
1,339,0,0,-2
1,340,0,0,-2
1,341,0,0,-2
1,342,0,0,-2
1,343,0,0,-2
1,344,0,0,-2
1,345,0,0,-2
1,346,0,0,-2
1,347,0,0,-2
1,348,0,0,-2
1,349,0,0,-2
1,350,0,0,-2
1,351,0,0,-2
1,352,0,0,-2
1,353,0,0,-2
1,354,0,0,-2
1,355,0,0,-2
1,356,0,0,-2
1,357,0,0,-2
1,358,0,0,-2
1,359,0,0,-2
1,360,0,0,-2
1,361,0,0,-2
1,362,0,0,-2
1,363,0,0,-2
1,364,0,0,-2
1,365,0,0,-2
1,366,0,0,-2
1,367,0,0,-2
1,368,0,0,-2
1,369,0,0,-2
1,370,0,0,-2
1,371,0,0,-2
1,372,0,0,-2
1,373,0,0,-2
1,374,0,0,-2
1,375,0,0,-2
1,376,0,0,-2
1,377,0,0,-2
1,378,0,0,-2
1,379,0,0,-2
1,380,0,0,-2
1,381,0,0,-2
1,382,0,0,-2
1,383,0,0,-2
1,384,0,0,-2
1,385,0,0,-2
1,386,0,0,-2
1,387,0,0,-2
1,388,0,0,-2
1,389,0,0,-2
1,390,0,0,-2
1,391,0,0,-2
1,392,0,0,-2
1,393,0,0,-2
1,394,0,0,-2
1,395,0,0,-2
1,396,0,0,-2
1,397,0,0,-2
1,398,0,0,-2
1,399,0,0,-2
1,400,0,0,-2
1,401,0,0,-2
1,402,0,0,-2
1,403,0,0,-2
1,404,0,0,-2
1,405,0,0,-2
1,406,0,0,-2
1,407,0,0,-2
1,408,0,0,-2
1,409,0,0,-2
1,410,0,0,-2
1,411,0,0,-2
1,412,0,0,-2
1,413,0,0,-2
1,414,0,0,-2
1,415,0,0,-2
1,416,0,0,-2
1,417,0,0,-2
1,418,0,0,-2
1,419,0,0,-2
1,420,0,0,-2
1,421,0,0,-2
1,422,0,0,-2
1,423,0,0,-2
1,424,0,0,-2
1,425,0,0,-2
1,426,0,0,-2
1,427,0,0,-2
1,428,0,0,-2
1,429,0,0,-2
1,430,0,0,-2
1,431,0,0,-2
1,432,0,0,-2
1,433,0,0,-2
1,434,0,0,-2
1,435,0,0,-2
1,436,0,0,-2
1,437,0,0,-2
1,438,0,0,-2
1,439,0,0,-2
1,440,0,0,-2
2,441,62,492,0.8050776720046997
2,442,62,492,-1
2,443,71,423,0.8448159098625183
2,444,71,423,-1
2,445,72,411,0.8330904245376587
2,446,71,408,0.8083773851394653
2,447,75,406,0.8536747694015503
2,448,82,397,0.8200991749763489
2,449,90,399,0.8483039736747742
2,450,99,399,0.8408394455909729
2,451,107,410,0.897292971611023
2,452,116,417,0.9130094051361084
2,453,128,424,0.9113000631332397
2,454,139,424,0.8954343199729919
2,455,150,427,0.8610169291496277
2,456,167,433,0.8278147578239441
2,457,183,442,0.8318153023719788
2,458,201,448,0.839348316192627
2,459,211,450,0.8659605979919434
2,460,222,448,0.8175948858261108
2,461,234,447,0.867646336555481
2,462,245,447,0.8660414218902588
2,463,259,444,0.8657076954841614
2,464,279,444,0.8734230399131775
2,465,295,442,0.9046607613563538
2,466,311,442,0.9068963527679443
2,467,328,442,0.8817632794380188
2,468,346,443,0.8556603193283081
2,469,365,445,0.8499746322631836
2,470,380,448,0.8636800050735474
2,471,394,450,0.8810713291168213
2,472,409,450,0.877372145652771
2,473,421,455,0.9010170102119446
2,474,436,461,0.8953813910484314
2,475,436,461,-1
2,476,436,461,-1
2,477,436,461,-1
2,478,436,461,-1
2,479,436,461,-1
2,480,0,0,-2
2,481,0,0,-2
2,482,0,0,-2
2,483,0,0,-2
2,484,622,367,0.8099307417869568
2,485,622,367,-1
2,486,634,379,0.8087294101715088
2,487,641,383,0.8446882963180542
2,488,641,383,-1
2,489,641,383,-1
2,490,641,383,-1
2,491,641,383,-1
2,492,641,383,-1
2,493,0,0,-2
2,494,0,0,-2
2,495,0,0,-2
2,496,0,0,-2
2,497,0,0,-2
2,498,0,0,-2
2,499,0,0,-2
2,500,0,0,-2
2,501,0,0,-2
2,502,758,506,0.8657740950584412
2,503,759,515,0.8642424941062927
2,504,762,514,0.8537778258323669
2,505,765,516,0.8575870990753174
2,506,765,518,0.8284480571746826
2,507,768,528,0.8616202473640442
2,508,771,535,0.873313844203949
2,509,771,544,0.8849289417266846
2,510,770,551,0.8638825416564941
2,511,770,561,0.8725761771202087
2,512,769,565,0.8328468203544617
2,513,766,563,0.8382192254066467
2,514,763,561,0.808048665523529
2,515,763,561,-1
2,516,763,561,-1
2,517,763,561,-1
2,518,763,561,-1
2,519,751,478,0.8015963435173035
2,520,751,478,-1
2,521,751,478,-1
2,522,751,478,-1
2,523,751,478,-1
2,524,751,478,-1
2,525,0,0,-2
2,526,0,0,-2
2,527,0,0,-2
2,528,0,0,-2
2,529,0,0,-2
2,530,0,0,-2
2,531,0,0,-2
2,532,0,0,-2
2,533,0,0,-2
2,534,0,0,-2
2,535,0,0,-2
2,536,0,0,-2
2,537,0,0,-2
2,538,0,0,-2
2,539,0,0,-2
2,540,0,0,-2
2,541,0,0,-2
2,542,0,0,-2
2,543,0,0,-2
2,544,0,0,-2
2,545,752,469,0.8086578249931335
2,546,752,468,0.8154213428497314
2,547,752,469,0.807807445526123
2,548,752,469,0.8058959245681763
2,549,752,469,0.8117794394493103
2,550,752,469,-1
2,551,752,469,-1
2,552,752,469,-1
2,553,752,469,-1
2,554,754,470,0.8012967109680176
2,555,754,470,0.8099957704544067
2,556,754,470,-1
2,557,754,470,-1
2,558,754,470,-1
2,559,754,470,-1
2,560,754,470,-1
2,561,0,0,-2
2,562,0,0,-2
2,563,0,0,-2
2,564,0,0,-2
2,565,0,0,-2
2,566,0,0,-2
2,567,0,0,-2
2,568,0,0,-2
2,569,0,0,-2
2,570,0,0,-2
2,571,0,0,-2
2,572,770,543,0.8144282102584839
2,573,771,545,0.8552461862564087
2,574,772,543,0.8660221099853516
2,575,772,534,0.83203125
2,576,772,534,-1
2,577,772,534,-1
2,578,772,534,-1
2,579,772,534,-1
2,580,772,534,-1
2,581,0,0,-2
2,582,0,0,-2
2,583,0,0,-2
2,584,0,0,-2
2,585,0,0,-2
2,586,0,0,-2
2,587,0,0,-2
2,588,0,0,-2
2,589,0,0,-2
2,590,0,0,-2
2,591,0,0,-2
2,592,0,0,-2
2,593,0,0,-2
2,594,0,0,-2
2,595,0,0,-2
2,596,0,0,-2
2,597,0,0,-2
2,598,713,381,0.8017033934593201
2,599,713,381,-1
2,600,713,381,-1
2,601,681,369,0.8780003786087036
2,602,668,369,0.8218227028846741
2,603,668,369,-1
2,604,668,369,-1
2,605,668,369,-1
2,606,668,369,-1
2,607,562,349,0.8209405541419983
2,608,548,345,0.8440508842468262
2,609,548,345,-1
2,610,548,345,-1
2,611,548,345,-1
2,612,548,345,-1
2,613,548,345,-1
2,614,0,0,-2
2,615,442,417,0.8359265923500061
2,616,431,422,0.8237493634223938
2,617,421,427,0.842303454875946
2,618,404,429,0.9115164875984192
2,619,386,429,0.8714471459388733
2,620,368,429,0.8527113795280457
2,621,363,429,0.8022761344909668
2,622,338,417,0.8610472083091736
2,623,320,421,0.8783199191093445
2,624,303,419,0.8880131244659424
2,625,303,419,0.8800771236419678
2,626,291,417,0.805214524269104
2,627,263,420,0.8708693385124207
2,628,243,421,0.8743935227394104
2,629,216,422,0.8643690347671509
2,630,216,422,-1
2,631,216,422,-1
2,632,216,422,-1
2,633,175,424,0.858207106590271
2,634,168,422,0.8322958946228027
2,635,165,420,0.8970828056335449
2,636,139,415,0.9257925152778625
2,637,120,413,0.89009028673172
2,638,108,412,0.8925176858901978
2,639,100,409,0.8808960318565369
2,640,95,407,0.8856565952301025
2,641,89,405,0.866392970085144
2,642,83,403,0.8582355380058289
2,643,78,405,0.860334575176239
2,644,73,409,0.8719220757484436
2,645,73,409,-1
2,646,73,409,-1
2,647,73,409,-1
2,648,73,409,-1
2,649,73,409,-1
2,650,0,0,-2
2,651,0,0,-2
2,652,0,0,-2
2,653,0,0,-2
2,654,0,0,-2
2,655,0,0,-2
2,656,0,0,-2
2,657,0,0,-2
2,658,0,0,-2
2,659,0,0,-2
2,660,0,0,-2
2,661,0,0,-2
2,662,0,0,-2
2,663,0,0,-2
2,664,0,0,-2
2,665,0,0,-2
2,666,0,0,-2
2,667,0,0,-2
2,668,0,0,-2
2,669,0,0,-2
2,670,0,0,-2
2,671,0,0,-2
2,672,0,0,-2
2,673,0,0,-2
2,674,0,0,-2
2,675,0,0,-2
2,676,0,0,-2
2,677,0,0,-2
2,678,0,0,-2
2,679,0,0,-2
2,680,0,0,-2
2,681,0,0,-2
2,682,0,0,-2
2,683,0,0,-2
2,684,0,0,-2
2,685,0,0,-2
2,686,0,0,-2
2,687,0,0,-2
2,688,0,0,-2
2,689,0,0,-2
2,690,0,0,-2
2,691,0,0,-2
2,692,0,0,-2
2,693,0,0,-2
2,694,0,0,-2
2,695,0,0,-2
2,696,0,0,-2
2,697,0,0,-2
2,698,0,0,-2
2,699,0,0,-2
2,700,0,0,-2
2,701,0,0,-2
2,702,0,0,-2
2,703,0,0,-2
2,704,0,0,-2
2,705,0,0,-2
2,706,0,0,-2
2,707,0,0,-2
2,708,0,0,-2
2,709,0,0,-2
2,710,0,0,-2
2,711,0,0,-2
2,712,0,0,-2
2,713,0,0,-2
2,714,0,0,-2
2,715,0,0,-2
2,716,0,0,-2
2,717,0,0,-2
2,718,0,0,-2
2,719,0,0,-2
2,720,0,0,-2
2,721,0,0,-2
2,722,0,0,-2
2,723,0,0,-2
2,724,0,0,-2
2,725,0,0,-2
2,726,0,0,-2
2,727,0,0,-2
2,728,0,0,-2
2,729,0,0,-2
2,730,0,0,-2
2,731,0,0,-2
2,732,0,0,-2
3,733,1154,444,0.8231267929077148
3,734,1159,448,0.8265842199325562
3,735,1165,453,0.8341450691223145
3,736,1171,458,0.8116034269332886
3,737,1177,462,0.8170384168624878
3,738,1180,461,0.8292624950408936
3,739,1180,462,0.8130367994308472
3,740,1182,460,0.8270711302757263
3,741,1187,457,0.8425197005271912
3,742,1192,455,0.8522771596908569
3,743,1196,454,0.8570656180381775
3,744,1199,457,0.8082913756370544
3,745,1199,455,0.8163202404975891
3,746,1199,456,0.8189307451248169
3,747,1200,457,0.8188996911048889
3,748,1200,458,0.8133420944213867
3,749,1200,458,-1
3,750,1200,458,-1
3,751,1196,483,0.8157245516777039
3,752,1193,498,0.8485366702079773
3,753,1190,506,0.8353928923606873
3,754,1187,508,0.8390833139419556
3,755,1187,507,0.8430695533752441
3,756,1185,507,0.8346723318099976
3,757,1184,505,0.8355003595352173
3,758,1183,503,0.8314090371131897
3,759,1180,501,0.8311963677406311
3,760,1178,499,0.8699857592582703
3,761,1175,500,0.8788471817970276
3,762,1172,501,0.86954665184021
3,763,1169,504,0.8775013089179993
3,764,1165,504,0.8797264695167542
3,765,1159,504,0.8671432733535767
3,766,1155,503,0.868141770362854
3,767,1152,499,0.8493640422821045
3,768,1150,499,0.8773046135902405
3,769,1149,503,0.8879054188728333
3,770,1147,511,0.8824999928474426
3,771,1145,524,0.9101804494857788
3,772,1144,534,0.8980154395103455
3,773,1144,543,0.8984870910644531
3,774,1141,549,0.8950055837631226
3,775,1140,553,0.9029276967048645
3,776,1139,553,0.9037864804267883
3,777,1140,552,0.8944567441940308
3,778,1138,550,0.9009360074996948
3,779,1136,549,0.9158077836036682
3,780,1133,547,0.9285010695457458
3,781,1128,546,0.9333377480506897
3,782,1119,544,0.9235708117485046
3,783,1109,542,0.9122421741485596
3,784,1098,540,0.9162892699241638
3,785,1090,540,0.9181424975395203
3,786,1084,546,0.9147089123725891
3,787,1077,558,0.9005901217460632
3,788,1071,570,0.889173150062561
3,789,1064,579,0.8662793040275574
3,790,1058,582,0.8725467920303345
3,791,1052,585,0.8884711861610413
3,792,1047,585,0.8800840973854065
3,793,1040,582,0.8680093288421631
3,794,1035,581,0.8736883997917175
3,795,1032,576,0.8792301416397095
3,796,1029,564,0.891063392162323
3,797,1026,568,0.8827622532844543
3,798,1026,573,0.8879689574241638
3,799,1027,579,0.9059076309204102
3,800,1029,590,0.8932846188545227
3,801,1028,603,0.8669685125350952
3,802,1030,613,0.8743466138839722
3,803,1032,618,0.8775160908699036
3,804,1031,621,0.8764442801475525
3,805,1029,623,0.8708552122116089
3,806,1031,623,0.8727943301200867
3,807,1040,626,0.8741170167922974
3,808,1046,625,0.8734434843063354
3,809,1048,621,0.8927410244941711
3,810,1052,618,0.8970798254013062
3,811,1051,615,0.8946370482444763
3,812,1052,616,0.8911271691322327
3,813,1050,616,0.8961724638938904
3,814,1050,616,0.8971770405769348
3,815,1050,615,0.8893929719924927
3,816,1049,615,0.888146698474884
3,817,1052,615,0.894169270992279
3,818,1054,611,0.887439489364624
3,819,1056,611,0.8972797393798828
3,820,1057,610,0.8973936438560486
3,821,1057,611,0.8969218730926514
3,822,1057,613,0.8954390287399292
3,823,1061,614,0.8966230750083923
3,824,1066,615,0.906773030757904
3,825,1069,616,0.9166032075881958
3,826,1072,618,0.9158514142036438
3,827,1073,620,0.9134976863861084
3,828,1073,621,0.9126634001731873
3,829,1072,622,0.9113600254058838
3,830,1072,621,0.9073505401611328
3,831,1071,622,0.9036331176757812
3,832,1071,622,0.9041491150856018
3,833,1070,623,0.9093027710914612
3,834,1070,621,0.9128208160400391
3,835,1069,621,0.9117894768714905
3,836,1068,620,0.9108178615570068
3,837,1068,619,0.9125298857688904
3,838,1069,619,0.9110875129699707
3,839,1069,621,0.9110959768295288
3,840,1070,621,0.9129584431648254
3,841,1070,622,0.9119278192520142
3,842,1070,623,0.910036563873291
3,843,1070,623,0.9081969261169434
3,844,1070,624,0.9050915837287903
3,845,1070,624,0.9025944471359253
3,846,1070,623,0.9022743701934814
3,847,1069,624,0.8996191024780273
3,848,1070,622,0.9004191160202026
3,849,1071,621,0.9007152318954468
3,850,1072,621,0.9024447202682495
3,851,1072,620,0.9050283432006836
3,852,1072,620,0.9035570025444031
3,853,1075,620,0.9090078473091125
3,854,1079,619,0.9111718535423279
3,855,1079,619,0.9059377908706665
3,856,1077,618,0.9023590683937073
3,857,1079,619,0.9099928736686707
3,858,1080,619,0.9074425101280212
3,859,1083,620,0.8989961743354797
3,860,1086,620,0.8968680500984192
3,861,1090,621,0.8967185020446777
3,862,1095,621,0.8961129188537598
3,863,1110,621,0.8830608129501343
3,864,1124,622,0.8589890003204346
3,865,1130,623,0.8633133769035339
3,866,1131,622,0.864556610584259
3,867,1131,622,0.8651012182235718
3,868,1131,624,0.871032178401947
3,869,1131,626,0.8753563165664673
3,870,1132,626,0.8775421380996704
3,871,1130,627,0.8833496570587158
3,872,1131,628,0.8815895915031433
3,873,1131,629,0.8856059312820435
3,874,1131,632,0.8844481706619263
3,875,1131,635,0.8736979365348816
3,876,1130,640,0.8699836730957031
3,877,1128,646,0.8815268874168396
3,878,1128,650,0.9001712799072266
3,879,1127,654,0.8859057426452637
3,880,1125,661,0.8706066012382507
3,881,1123,667,0.8676697015762329
3,882,1121,674,0.8677256107330322
3,883,1120,675,0.8874171376228333
3,884,1118,678,0.8852257132530212
3,885,1114,682,0.8890368938446045
3,886,1108,686,0.8795871734619141
3,887,1103,690,0.8819044232368469
3,888,1100,692,0.8791015148162842
3,889,1100,696,0.87241530418396
3,890,1094,699,0.8756993412971497
3,891,1092,701,0.8694744110107422
3,892,1089,703,0.883668065071106
3,893,1090,703,0.8818781971931458
3,894,1090,704,0.8841546177864075
3,895,1089,703,0.895013689994812
3,896,1090,703,0.8906369209289551
3,897,1094,702,0.8830597996711731
3,898,1093,701,0.872739315032959
3,899,1092,700,0.8576597571372986
3,900,1092,699,0.8149844408035278
3,901,1089,699,0.8309548497200012
3,902,1089,699,-1
3,903,1089,699,-1
3,904,1076,699,0.8046088218688965
3,905,1076,699,0.8549147248268127
3,906,1071,699,0.860794723033905
3,907,1069,700,0.8843372464179993
3,908,1069,700,0.9045395851135254
3,909,1071,701,0.9018068313598633
3,910,1072,700,0.89863520860672
3,911,1074,700,0.891144871711731
3,912,1075,698,0.8011395335197449
3,913,1078,698,0.8621586561203003
3,914,1081,697,0.8937863707542419
3,915,1083,697,0.8963888883590698
3,916,1084,696,0.8913383483886719
3,917,1085,696,0.8867838382720947
3,918,1085,696,0.8701104521751404
3,919,1085,696,0.8759196400642395
3,920,1085,697,0.8762456178665161
3,921,1085,697,0.8744455575942993
3,922,1085,697,0.8754913806915283
3,923,1085,697,0.8781402111053467
3,924,1084,698,0.8770216107368469
3,925,1082,698,0.8757144808769226
3,926,1077,698,0.8650404810905457
3,927,1074,699,0.8648747801780701
3,928,1072,700,0.8738487362861633
3,929,1071,700,0.8830865025520325
3,930,1072,701,0.8813633918762207
3,931,1072,701,0.8845400214195251
3,932,1073,701,0.8869242072105408
3,933,1072,701,0.8843634128570557
3,934,1071,701,0.8823259472846985
3,935,1069,700,0.9029650688171387
3,936,1069,699,0.895778477191925
3,937,1069,698,0.8979052305221558
3,938,1070,698,0.9028744101524353
3,939,1072,698,0.8832678198814392
3,940,1073,699,0.8838530778884888
3,941,1071,698,0.8910128474235535
3,942,1074,699,0.8782812356948853
3,943,1075,699,0.896901547908783
3,944,1076,699,0.8943281769752502
3,945,1076,699,0.8797698616981506
3,946,1077,698,0.8897267580032349
3,947,1080,699,0.9018906950950623
3,948,1082,698,0.8949620127677917
3,949,1082,698,0.9030514359474182
3,950,1083,698,0.9086657762527466
3,951,1084,698,0.9025235772132874
